condition_name,prefix_k,layer,gen_token_pos,mean_projection,std_projection,n_records,n_prompts
harmful_k00,0,20,41,-1.951171875,1.7263349150062195,2,2
harmful_k00,0,20,42,-2.84375,0.02209708691207961,2,2
harmful_k00,0,20,43,-3.015625,0.4198446513295126,2,2
harmful_k00,0,20,44,-3.2578125,0.03314563036811941,2,2
harmful_k00,0,20,45,-3.0625,0.4419417382415922,2,2
harmful_k00,0,20,46,-2.42578125,1.69595142050211,2,2
harmful_k00,0,24,0,5.31,0.22242449561592814,25,25
harmful_k00,0,24,1,3.22642578125,1.0965888422645405,25,25
harmful_k00,0,24,2,2.6025,1.4189392770217475,25,25
harmful_k00,0,24,3,1.233125,1.8934969255576715,25,25
harmful_k00,0,24,4,1.2359375,2.0637847289951208,25,25
harmful_k00,0,24,5,1.7496875,1.722432548778368,25,25
harmful_k00,0,24,6,2.18125,2.186512751551043,25,25
harmful_k00,0,24,7,1.1068359375,2.366089490371582,20,20
harmful_k00,0,24,8,0.8928571428571429,2.3520958748772394,14,14
harmful_k00,0,24,9,1.1595982142857142,2.1493687105274986,14,14
harmful_k00,0,24,10,1.5142299107142858,2.708444877986705,14,14
harmful_k00,0,24,11,0.79052734375,2.9737487161339833,14,14
harmful_k00,0,24,12,0.47935267857142855,2.7527449681617564,14,14
harmful_k00,0,24,13,-0.05524553571428571,2.644907315618396,14,14
harmful_k00,0,24,14,-0.5581752232142857,2.24442875403694,14,14
harmful_k00,0,24,15,-0.6233258928571429,1.96987679449523,14,14
harmful_k00,0,24,16,-0.6125390189034599,1.4354646762209635,14,14
harmful_k00,0,24,17,-0.8241489955357143,2.1276869602395125,7,7
harmful_k00,0,24,18,-0.5859375,2.8737117811363175,4,4
harmful_k00,0,24,19,-0.423370361328125,0.8922577351818424,4,4
harmful_k00,0,24,20,-1.8271484375,3.1784945662886432,4,4
harmful_k00,0,24,21,-1.75390625,3.0333802383764743,4,4
